TIME_STAMPE,EPX_TRAJ_FRONTEND,EXP_TRAJ_OPT,GENERATE_EXP_TRAJ,BACK_TRAJ_FRONTEND,BACK_TRAJ_OPT,GENERATE_BACK_TRAJ,TOTAL_REPLAN,VISUALIZATION
23.5613, 0.0048501, 0.00404783, 0.00906855, 0.000785127, 0.00490716, 0.0157832, 0.0249853, 0.000677104
23.6141, 0.00352143, 0.00359231, 0.00716716, 0.00045553, 0.00272343, 0.00681299, 0.0140459, 0.000321479
23.6838, 0.00231162, 0.00582766, 0.00822761, 0.00100569, 0.00478591, 0.00875777, 0.0170852, 0.00043131
23.7526, 0.00539588, 0.00628336, 0.0117339, 0.000536096, 0.00429677, 0.00739976, 0.0192009, 0.000311618
23.8247, 0.0038538, 0.00544831, 0.00937137, 0.000879037, 0.00869725, 0.0151114, 0.0245744, 0.000393419
23.8961, 0.00232168, 0.00389467, 0.00973946, 0.00258342, 0.00677509, 0.0195281, 0.0293738, 0.00394035
23.9553, 0.00387141, 0.00449879, 0.00844767, 0.00129035, 0.00603599, 0.0134258, 0.0219605, 0.000454857
24.0446, 0.00324144, 0.0412739, 0.0445377, 0, 0, 0, 0.0445986, 0.000245889
24.0855, 0.00352176, 0.00254953, 0.00612063, 0.0011443, 0.00643719, 0.0126088, 0.0188034, 0.000367527
24.1615, 0.00362391, 0.00718246, 0.0108866, 0.00180675, 0.00956745, 0.0172257, 0.0281839, 0.000475979
24.2179, 0.00327211, 0.00604123, 0.00938201, 0.00156346, 0.00247511, 0.00734702, 0.0168771, 0.000489685
24.2947, 0.00338677, 0.0107615, 0.0144849, 0.00239943, 0.00453689, 0.0133353, 0.0279594, 0.000815667
24.3539, 0.0038477, 0.00405461, 0.0079829, 0.0023011, 0.0046477, 0.0124331, 0.0205681, 0.00073591
24.4176, 0.00433718, 0.00450203, 0.00890631, 0.00120684, 0.00306751, 0.00749825, 0.0165322, 0.00061401
24.493, 0.00275477, 0.00779478, 0.0106477, 0.00223742, 0.00484971, 0.0154614, 0.0262056, 0.00306514
24.5535, 0.00341442, 0.00733385, 0.010811, 0.00162091, 0.00406492, 0.00927377, 0.0201656, 0.000483023
24.6216, 0.00373316, 0.00520836, 0.00902342, 0.00112502, 0.00311542, 0.0075292, 0.0215566, 0.00536332
24.6899, 0.00359304, 0.00842562, 0.0121033, 0.00218942, 0.00473664, 0.0110155, 0.0232028, 0.000488253
24.7759, 0.0037103, 0.030907, 0.0346943, 0.0019892, 0.00294231, 0.00770525, 0.0425301, 0.00104769
24.8277, 0.00504733, 0.00888961, 0.0140211, 0.00169308, 0.00631967, 0.0115494, 0.0256497, 0.000509797
24.8863, 0.00490312, 0.00677398, 0.0117418, 0.00129254, 0.00297914, 0.00775207, 0.0195937, 0.000466975
24.9491, 0.00227092, 0.00897311, 0.0113251, 0.00141249, 0.00182672, 0.00426209, 0.0156638, 0.000326359
25.0218, 0.00450137, 0.00929488, 0.0138905, 0.00237696, 0.00324958, 0.00764625, 0.0216206, 0.00049738
25.0835, 0.0042384, 0.0034298, 0.0077814, 0.00204248, 0.0031831, 0.00829174, 0.0161736, 0.00051068
25.1535, 0.00433655, 0.00555453, 0.0099746, 0.00134355, 0.00478599, 0.0099517, 0.020002, 0.00041707
25.2211, 0.00330637, 0.00538372, 0.00877082, 0.00151251, 0.00248318, 0.0120174, 0.0208743, 0.0012284
25.2784, 0.00301674, 0.0059141, 0.00900659, 0.000785712, 0.00104342, 0.00251669, 0.0115819, 0.000372518
25.3422, 0.00381393, 0.0025152, 0.00637795, 0.000721764, 0.000910912, 0.00235787, 0.00878543, 0.000336704
25.4211, 0.00395234, 0.0053145, 0.00933111, 0.000686159, 0.00324345, 0.0113982, 0.020801, 0.00487622
25.4846, 0.00374484, 0.00299975, 0.00680733, 0.000655591, 0.00519513, 0.0109342, 0.0178162, 0.000489324
25.5508, 0.00414489, 0.0023149, 0.00650798, 0.00117311, 0.00467717, 0.0108231, 0.0174045, 0.000442618
25.62, 0.00450891, 0.00243343, 0.00699866, 0.0012856, 0.00553184, 0.0128055, 0.0198581, 0.000435998
25.6911, 0.00548443, 0.00409077, 0.00966322, 0.00143755, 0.00463953, 0.0123254, 0.0221045, 0.000575642
25.7488, 0.00584396, 0.00297121, 0.00889661, 0.00147988, 0.00311315, 0.00634832, 0.0153334, 0.00051293
25.8167, 0.00473704, 0.00394746, 0.00874549, 0.00151883, 0.00237827, 0.00780306, 0.0166213, 0.00046678
25.8979, 0.00601442, 0.00368114, 0.00978964, 0.00590918, 0.0113487, 0.0212468, 0.0311227, 0.000534629
25.9616, 0.00445611, 0.0109439, 0.0154942, 0.00226954, 0.00661012, 0.0121537, 0.0280565, 0.00087015
26.0293, 0.00496092, 0.00503605, 0.0100839, 0.00416404, 0.00614279, 0.0190332, 0.0292124, 0.0007055
26.0797, 0.00229422, 0.00204969, 0.00438819, 0.00159512, 0.00258798, 0.00843106, 0.0128907, 0.000368542
26.1521, 0.00221948, 0.00508621, 0.00736493, 0.00180328, 0.00445462, 0.0113066, 0.0187306, 0.000368023
26.2264, 0.00446472, 0.00283583, 0.00737261, 0.00170853, 0.0107337, 0.0178701, 0.0253017, 0.000477554
26.2822, 0.00432056, 0.00436847, 0.00875758, 0.00156997, 0.00214439, 0.00655205, 0.0153785, 0.000480508
26.3493, 0.00375051, 0.00221601, 0.00601663, 0.00144241, 0.00548328, 0.00979293, 0.0158681, 0.00036787
26.423, 0.00450885, 0.00673445, 0.0113295, 0.00216351, 0.00486512, 0.0114753, 0.0228836, 0.000513083
26.4877, 0.00461044, 0.00851532, 0.0132055, 0.0015258, 0.00330535, 0.00764783, 0.0209328, 0.000452332
26.5563, 0.00347777, 0.00812881, 0.0116955, 0.00252212, 0.00401662, 0.0110566, 0.0228403, 0.000543826
26.6199, 0.0051879, 0.00286616, 0.00812418, 0.00235238, 0.00558828, 0.0115961, 0.0198127, 0.000448998
26.6799, 0.00366609, 0.00300993, 0.00673278, 0.00117853, 0.00217279, 0.00633418, 0.0131506, 0.000444783
26.7533, 0.00541307, 0.00453171, 0.010103, 0.00189826, 0.00384653, 0.00957765, 0.0197502, 0.000523375
26.8157, 0.00475685, 0.00300588, 0.00781428, 0.0011755, 0.00223928, 0.00761657, 0.015646, 0.000500789
26.8827, 0.00546315, 0.00336524, 0.00889801, 0.00108212, 0.00269777, 0.00697063, 0.0159339, 0.000407732
26.949, 0.00421283, 0.00660074, 0.0108976, 0.00190788, 0.00146858, 0.00457388, 0.0155498, 0.000414523
27.018, 0.00591626, 0.00723353, 0.0132151, 0.00122099, 0.00165557, 0.0046318, 0.0179463, 0.000426924
27.0891, 0.00667919, 0.00492388, 0.0116814, 0.00138186, 0.00263551, 0.0104198, 0.0221787, 0.000438923
27.1521, 0.00572293, 0.00626118, 0.012065, 0.00197567, 0.00247189, 0.0064199, 0.0185666, 0.000420566
27.2179, 0.00303723, 0.00615347, 0.00925116, 0.00133218, 0.00327899, 0.00843986, 0.017834, 0.000502164
27.2814, 0.00259024, 0.00436334, 0.00701201, 0.00157863, 0.00293009, 0.00760716, 0.0146955, 0.000363782
27.3522, 0.00274436, 0.00532784, 0.00815297, 0.00186015, 0.00282394, 0.0105939, 0.0188375, 0.000508309
27.413, 0.00218299, 0.00585351, 0.00809307, 0.00107001, 0.00163516, 0.00474215, 0.0128965, 0.000360841
27.4831, 0.00273802, 0.00927691, 0.0120623, 0.00101653, 0.00189643, 0.00436076, 0.0164971, 0.000313606
27.548, 0.00313428, 0.00660647, 0.00982469, 0.00106115, 0.00217263, 0.00477328, 0.014661, 0.000368832
27.6092, 0.00173921, 0.00237768, 0.00416187, 0.000977586, 0.00199468, 0.00482986, 0.00905113, 0.000265187
27.6763, 0.00175892, 0.00234548, 0.00414935, 0.000964518, 0.00291091, 0.00532462, 0.00953889, 0.000295591
27.7482, 0.00263066, 0.005588, 0.0083038, 0.00122793, 0.00331158, 0.0065152, 0.0148962, 0.000434339
27.8109, 0.00178585, 0.00177634, 0.00363475, 0.00164596, 0.00213227, 0.00715151, 0.0108564, 0.00037187
27.8862, 0.00281965, 0.0126996, 0.0155948, 0.00119603, 0.00118254, 0.00380766, 0.0194757, 0.000384384
27.9466, 0.00308227, 0.00315418, 0.00630432, 0.00195603, 0.00275051, 0.0068277, 0.0132079, 0.000460847
28.0103, 0.00153258, 0.0014527, 0.00302879, 0.0012119, 0.00305457, 0.00709206, 0.0102153, 0.000433034
28.0798, 0.00172761, 0.00341547, 0.00521348, 0.00206413, 0.00210544, 0.00667233, 0.011998, 0.00040308
28.1481, 0.00271332, 0.00384642, 0.00662377, 0.00191981, 0.0036092, 0.0079269, 0.0146446, 0.000404636
28.2166, 0.00303278, 0.00379895, 0.00690324, 0.00218365, 0.00437721, 0.0095539, 0.0165798, 0.000474956
28.279, 0.00162738, 0.00231601, 0.00401209, 0.00195443, 0.00396954, 0.00813188, 0.0122284, 0.000379813
28.3498, 0.0027161, 0.00483595, 0.00762701, 0.00227105, 0.00251554, 0.00740741, 0.0151124, 0.000525768
28.4174, 0.00395189, 0.00408926, 0.0081135, 0.00217936, 0.00402289, 0.00816533, 0.0163637, 0.000521472
28.4952, 0.00406186, 0.0152478, 0.0193826, 0.00122172, 0.00385174, 0.00904444, 0.0285008, 0.000555452
28.5493, 0.00326529, 0.00135169, 0.00468981, 0.00103469, 0.00310753, 0.00746463, 0.0123367, 0.000364069
28.6151, 0.00392928, 0.00601843, 0.0100174, 0.00171428, 0.00166633, 0.00489883, 0.0149884, 0.000397359
28.6823, 0.00360588, 0.00174363, 0.00541059, 0.00202321, 0.00387326, 0.00995272, 0.0154676, 0.000431653
28.7418, 0.00200682, 0.00152928, 0.00359513, 0.00154196, 0.00167648, 0.0046038, 0.00827212, 0.000359491
28.8087, 0.00184063, 0.00130288, 0.00318765, 0.00127105, 0.00231453, 0.00534358, 0.00864819, 0.000364951
28.8803, 0.00278835, 0.0040215, 0.00688474, 0.00150475, 0.00319206, 0.00664152, 0.0135968, 0.000395658
28.9508, 0.00337792, 0.00445448, 0.0079141, 0.00128911, 0.0040208, 0.00934102, 0.0173365, 0.00044625
29.0169, 0.00364964, 0.0022137, 0.00593291, 0.00234918, 0.00377807, 0.0108634, 0.0168954, 0.000426453
29.084, 0.00329998, 0.00596997, 0.00935415, 0.00129499, 0.00197646, 0.00501629, 0.0172606, 0.00321523
29.1456, 0.00257193, 0.0035402, 0.00617588, 0.0020246, 0.00223178, 0.00572772, 0.0120735, 0.000473523
29.2105, 0.00150301, 0.00398392, 0.00553072, 0.00117527, 0.00208107, 0.0048041, 0.0104012, 0.000303296
29.2802, 0.0021219, 0.00548013, 0.00768198, 0.00137926, 0.00178461, 0.00573441, 0.0134947, 0.000380574
29.3523, 0.00188649, 0.00780272, 0.00976835, 0.00211079, 0.00349591, 0.0090187, 0.0188627, 0.000370614
29.4155, 0.00292733, 0.00319617, 0.00619531, 0.00197707, 0.00394328, 0.00901616, 0.0153904, 0.000410501
29.4807, 0.00318559, 0.00650207, 0.00975096, 0.0011373, 0.00127598, 0.00412195, 0.0139471, 0.000384311
29.5449, 0.0016264, 0.00306091, 0.00475173, 0.00116381, 0.00332598, 0.00656137, 0.0113829, 0.000370405
29.6211, 0.00187441, 0.0118189, 0.0137629, 0.00116402, 0.00325702, 0.00715944, 0.0209907, 0.000384914
29.6786, 0.00158436, 0.00142356, 0.00305722, 0.00108269, 0.00325562, 0.00877677, 0.011898, 0.000306471
29.7442, 0.00234174, 0.00343089, 0.00584182, 0.00134597, 0.00197542, 0.00493565, 0.0108489, 0.000362062
29.811, 0.00215198, 0.00312935, 0.00535009, 0.00186045, 0.0021195, 0.0055209, 0.0109255, 0.000363434
29.8791, 0.0022964, 0.00518828, 0.0075636, 0.000973793, 0.00186037, 0.00473246, 0.0123755, 0.000384041
29.9436, 0.00152507, 0.00458417, 0.00616508, 0.0010211, 0.00151339, 0.00389466, 0.0101254, 0.000312708
30.0165, 0.00278587, 0.00825192, 0.0111143, 0.00191888, 0.00141841, 0.00526259, 0.0164585, 0.000403697
30.0787, 0.00269518, 0.00383275, 0.00657982, 0.000940415, 0.0028582, 0.00534244, 0.0120267, 0.000312719
30.1427, 0.00152265, 0.00199999, 0.00360975, 0.00181078, 0.00195851, 0.00562955, 0.0093472, 0.000366077
30.2123, 0.0027464, 0.00452276, 0.0073421, 0.0012478, 0.00203517, 0.00484486, 0.0122723, 0.00044836
30.2806, 0.00274678, 0.00235835, 0.00517169, 0.00219151, 0.00421903, 0.00866932, 0.0139179, 0.000430635
30.3439, 0.00158472, 0.00240228, 0.00403396, 0.00116237, 0.00259073, 0.00638067, 0.0104938, 0.000345166
30.4083, 0.00157785, 0.00204434, 0.00376359, 0.00118986, 0.00115006, 0.00446652, 0.00829874, 0.000425978
30.4754, 0.00165916, 0.00264624, 0.00434962, 0.00129408, 0.00102663, 0.00434405, 0.00875148, 0.000327114
30.5461, 0.00320357, 0.00307326, 0.00634964, 0.00267002, 0.00150087, 0.0063, 0.0127319, 0.000455013
30.6175, 0.00185963, 0.00827948, 0.0102136, 0.00119759, 0.0029705, 0.00706057, 0.0173646, 0.000364076
30.6785, 0.00214789, 0.00117113, 0.0034058, 0.00122571, 0.00371871, 0.00825377, 0.0117334, 0.000376674
30.7475, 0.00281461, 0.00726705, 0.0101378, 0.00115642, 0.00131887, 0.00394468, 0.0141436, 0.000375787
30.8102, 0.00238918, 0.0042658, 0.0067073, 0.00111998, 0.00100096, 0.00338378, 0.0101512, 0.000399037
30.8764, 0.00174578, 0.0019906, 0.00378022, 0.00152289, 0.00275422, 0.00572935, 0.00959919, 0.000339094
30.9521, 0.00247594, 0.0110587, 0.0135985, 0.00126952, 0.00227589, 0.00484307, 0.0185194, 0.000437775
31.0158, 0.00213015, 0.00899917, 0.0111824, 0.00125255, 0.001539, 0.00445232, 0.015713, 0.000386197
31.0856, 0.00195152, 0.0108518, 0.0129021, 0.00125862, 0.00193536, 0.0057943, 0.0187808, 0.000445366
31.1513, 0.00289625, 0.00376662, 0.00674083, 0.00260718, 0.00429364, 0.0110976, 0.0179222, 0.000504977
31.2085, 0.00184472, 0.00135231, 0.00325667, 0.00124372, 0.00208493, 0.00512649, 0.00844588, 0.000357174
31.2782, 0.00301749, 0.00234631, 0.00543312, 0.00172137, 0.00209053, 0.00597197, 0.0115016, 0.000457305
31.3429, 0.00180839, 0.0014574, 0.00333349, 0.00214886, 0.0015882, 0.00598759, 0.00943281, 0.000472033
31.4191, 0.0030338, 0.00337378, 0.00647177, 0.00224722, 0.0044249, 0.0113064, 0.0181312, 0.000528818
31.4811, 0.0027183, 0.00416764, 0.00695942, 0.00216373, 0.00168441, 0.00730879, 0.0143904, 0.000501772
31.5424, 0.00187272, 0.00152298, 0.00346491, 0.00127145, 0.00222797, 0.00539694, 0.00896159, 0.000352836
31.6084, 0.00150396, 0.00191173, 0.0034785, 0.00105072, 0.00138114, 0.00478139, 0.00832512, 0.000325071
31.6761, 0.0016249, 0.00271572, 0.00438149, 0.000927016, 0.00235671, 0.0049636, 0.00940067, 0.000307663
31.7413, 0.00323961, 0.00146698, 0.0047721, 0.000812244, 0.000714657, 0.00308737, 0.00794272, 0.000413813
31.8185, 0.00385382, 0.00939196, 0.0133344, 0.000981551, 0.00253144, 0.0040507, 0.017501, 0.000489813
31.8873, 0.00312721, 0.00950384, 0.0127267, 0.000897436, 0.0035322, 0.00779411, 0.0206094, 0.000447752
31.9414, 0.00190827, 0.00191631, 0.0038749, 0.000583418, 0.0021552, 0.00369753, 0.00762271, 0.00030519
32.0135, 0.00249503, 0.00285212, 0.00540148, 0.000472763, 0.00365075, 0.00794197, 0.0134465, 0.000350441
32.0805, 0.00175917, 0.00291331, 0.00472246, 0.000439862, 0.00377424, 0.00890788, 0.0137208, 0.000302844
32.1525, 0.00385928, 0.00680014, 0.0107187, 0.00050165, 0.00306028, 0.00837705, 0.0191593, 0.000393807
32.2185, 0.00245191, 0.00915788, 0.0116727, 0.00117788, 0.00266674, 0.00667264, 0.0184202, 0.000385007
32.2802, 0.00268796, 0.00343353, 0.00618284, 0.00116615, 0.00238068, 0.00726821, 0.0135277, 0.000329705
32.3493, 0.00270306, 0.00643687, 0.00921837, 0.00193347, 0.00276009, 0.00666549, 0.0159558, 0.000398158
32.4164, 0.00285691, 0.00648816, 0.00940141, 0.000938549, 0.00300885, 0.00686048, 0.0163468, 0.00034378
32.4806, 0.00270683, 0.00313093, 0.0059132, 0.00142061, 0.00254194, 0.00784262, 0.0138477, 0.000373842
32.5449, 0.00220915, 0.00243855, 0.00469626, 0.00104044, 0.00217335, 0.00670278, 0.0114865, 0.000343087
32.6124, 0.00236189, 0.0020242, 0.00444309, 0.00175204, 0.00335409, 0.00785847, 0.0123629, 0.000396653
32.6869, 0.00181062, 0.00934158, 0.0112373, 0.00239015, 0.00268593, 0.00892485, 0.0202475, 0.000464399
32.75, 0.00211382, 0.00372227, 0.00591181, 0.00211116, 0.00472603, 0.010688, 0.0166839, 0.000466469
32.8112, 0.00282724, 0.00239584, 0.00530312, 0.00184517, 0.00231858, 0.00580433, 0.0111839, 0.000434425
32.8758, 0.00220002, 0.00241801, 0.0046575, 0.00102788, 0.00159728, 0.00434774, 0.00909114, 0.00033493
32.9427, 0.00227417, 0.0020133, 0.00433533, 0.00106348, 0.00232365, 0.00487723, 0.00926787, 0.000300233
33.0086, 0.00245052, 0.00227884, 0.00478121, 0.00111858, 0.00127566, 0.00375963, 0.00860613, 0.000355106
33.0755, 0.00227303, 0.00231759, 0.00465129, 0.00173418, 0.00128995, 0.00409879, 0.00882377, 0.000358207
33.141, 0.00124932, 0.00179341, 0.00309358, 0.00102584, 0.00206907, 0.00439486, 0.00755148, 0.000292647
33.2058, 0.00111998, 0.00100914, 0.0021658, 0.000948202, 0.00125013, 0.00351844, 0.00574819, 0.000256497
33.2742, 0.00113246, 0.000633456, 0.00180853, 0.0010462, 0.00146479, 0.00393263, 0.00584713, 0.000306331
33.3638, 0.00134935, 0.00192733, 0.00333058, 0.00174227, 0.0112669, 0.0270302, 0.0304539, 0.00033503
33.4232, 0.000941132, 0.000778985, 0.00175872, 0.000989166, 0.011377, 0.0213951, 0.0232109, 0.000322407
33.4706, 0.0013637, 0.000744628, 0.00218527, 0, 0, 0.0016577, 0.00392671, 0.000372882
33.5358, 0.0007138, 0.00084547, 0.00159031, 0, 0, 0.000766904, 0.00242656, 0.000206418
33.6046, 0.0014385, 0.0014976, 0.00298761, 0, 0, 0.00140499, 0.00454853, 0.00038929
33.67, 0.0011035, 0.000909921, 0.0020728, 0, 0, 0.00120823, 0.00336622, 0.000347857
33.7364, 0.00120751, 0.000401076, 0.00166065, 0, 0, 0.00122231, 0.00304312, 0.000458043
33.8012, 0, 0, 5.499e-06, 0, 0, 0.0011687, 0.00124574, 0.000303602
33.8674, 0, 0, 5.495e-06, 0, 0, 0.000554128, 0.000605313, 0.000105178
33.9343, 0, 0, 8.2e-06, 0, 0, 0.000760385, 0.000840692, 0.000118657
34.0005, 0, 0, 7.639e-06, 0, 0, 0.000422349, 0.0004915, 9.7917e-05
34.0675, 0, 0, 9.318e-06, 0, 0, 0.000710771, 0.000792637, 0.00012907
34.1339, 0, 0, 7.826e-06, 0, 0, 0.000480357, 0.000555881, 0.000128811
34.2006, 0, 0, 6.811e-06, 0, 0, 0.000504237, 0.000561617, 0.000111287
34.2672, 0, 0, 5.211e-06, 0, 0, 0.000298248, 0.000393792, 0.000142558
34.3337, 0, 0, 5.132e-06, 0, 0, 0.000270345, 0.000331317, 9.8028e-05
34.4006, 0, 0, 7.854e-06, 0, 0, 0.000352059, 0.000427144, 0.000117927
34.4671, 0, 0, 8.945e-06, 0, 0, 0.00031697, 0.000396117, 0.000111337
34.5337, 0, 0, 7.123e-06, 0, 0, 0.000293283, 0.000364019, 0.000106843
34.6003, 0, 0, 7.367e-06, 0, 0, 0.000223632, 0.00030127, 0.000103288
34.6692, 0, 0, 6.723e-06, 0, 0, 0.000309709, 0.000384969, 0.000123169
34.7337, 0, 0, 7.478e-06, 0, 0, 0.000299211, 0.000370031, 0.000109434
34.8003, 0, 0, 6.153e-06, 0, 0, 0.000269459, 0.00034276, 0.000117449
34.867, 0, 0, 5.012e-06, 0, 0, 0.000209014, 0.00026977, 8.8965e-05
34.9338, 0, 0, 6.791e-06, 0, 0, 0.000261047, 0.000327358, 0.000107319
35.0004, 0, 0, 6.907e-06, 0, 0, 0.000255184, 0.000338056, 0.000118401
35.067, 0, 0, 6.077e-06, 0, 0, 0.000186164, 0.000254513, 9.2171e-05
35.1336, 0, 0, 8.379e-06, 0, 0, 0.000267854, 0.000346839, 0.000109363
35.2005, 0, 0, 7.179e-06, 0, 0, 0.000244971, 0.000323889, 0.000106562
